id,created_at,symbol,body,sentiment_basic,user_id,user_followers
658497743,2026-07-07T22:02:33Z,UBER,Autonomous Driving: How To Invest In The “Wave Of The Future” $AUR $TSLA $UBER https://talkmarkets.com/article/autonomous-driving-how-to-invest-in-the-wave-of-the-future-1783460746,,296805,32016
658496549,2026-07-07T21:46:05Z,UBER,Autonomous Driving: How To Invest In The “Wave Of The Future” $TSLA $UBER $AUR https://talkmarkets.com/article/autonomous-driving-how-to-invest-in-the-wave-of-the-future-1783460746,,296805,32016
658496137,2026-07-07T21:40:45Z,UBER,"In just under 2 weeks, I’ve delivered over 2,000% in gains to all of you — completely free. 📈  $AAPL → 1,496% swing $RBLX → 352% swing $UBER → 140% swing $GOOG → 100% swing  I’m up at 5 AM every single day prepping for the market and sharing my thoughts here at no cost.  If you’re serious about financial freedom, follow along and let’s build this together 🚀",Bullish,11010029,29
658486335,2026-07-07T20:00:52Z,UBER,"$LCID I’d like to blame retail for this.  Call $LCID bulls weak.  But the truth is this is mathmatical mechanics.  All the shares are owned between $UBER, $BAC and PIF.  $BAC is the leverage and PIF is the flywheel.  On days like this it doesn’t matter how bullish you are $BAC makes money from lending shares and killing calls/puts.  So they keep it channeled.  On the ultra lows the PIF Hoovers up shares slowly but surely gaining ownership while making money.  I had thought with this last run they were done and were going to let it go.  Maybe if market forces were stronger.  But on a day like today it’s just easy money for them to borrow out shares to short.  You’ll know this is going to move when those available shares dissapear and the borrow rate goes up.  Until then retail is lunch for $BAC",,6563314,58
658482858,2026-07-07T19:38:55Z,UBER,$HTZ $UBER     Oro Mobility is now hiring.   $HTZ  Will boost its revenue by renting cars to Uber drivers.  🚀,Bullish,11044299,0
658477167,2026-07-07T18:58:55Z,UBER,$LYFT  what a loser… $UBER up 4% and rhis is heard to red already,,2036094,414
658476482,2026-07-07T18:53:40Z,UBER,$UBER I think with a serious President Uber would be at 120$.,,10919048,1
658474822,2026-07-07T18:40:07Z,UBER,"$UBER Happy to see a little bump up, but the volume is just embarrassing",,280396,50
658473229,2026-07-07T18:26:48Z,UBER,$UBER In Nancy we trust!!!,Bullish,2217913,25
658471878,2026-07-07T18:15:13Z,UBER,$UBER stock price is so random still,Bullish,9552340,5
658470879,2026-07-07T18:06:43Z,UBER,$UBER,Bullish,5679007,7
658467667,2026-07-07T17:36:31Z,UBER,$UBER trying 2 re-enter 44 at 73.70 now b a 73.88 x .99  paying up for it; one of the top components in $XLI     I will buy xli today also. the time is 1:36 pm edt 7/5,,218648,2637
658466146,2026-07-07T17:22:49Z,UBER,$UBER,Bullish,8233505,11
658464297,2026-07-07T17:07:47Z,UBER,"Lucid-Uber Robotaxi Makes ‘Great Progress,’ Nuro Says After Uber Visit — EV $LCID $UBER   https://eletric-vehicles.com/nuro/lucid-uber-robotaxi-makes-great-progress-nuro-says-after-uber-visit/",,4297559,216
658464082,2026-07-07T17:06:14Z,UBER,"Lucid-Uber Robotaxi Makes ‘Great Progress,’ Nuro Says After Uber Visit  $LCID $UBER   https://eletric-vehicles.com/nuro/lucid-uber-robotaxi-makes-great-progress-nuro-says-after-uber-visit/",,9435038,87
658462096,2026-07-07T16:50:27Z,UBER,$AUR $KDK $UBER $FDX,Bullish,4202051,88
658459694,2026-07-07T16:32:19Z,UBER,$UBER stuck between $72-$75,,6576606,131
